Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-LIG	Q9NVA2_PF00735_38_311	6UPQ	B	http://doi.org/10.2210/pdb6UPQ/pdb
PDB-LIG	Q9NVJ2_PF00025_8_181	2AL7	A	http://doi.org/10.2210/pdb2AL7/pdb
PDB-LIG	Q9NWT6_PF13621_48_302	7A1Q	A	http://doi.org/10.2210/pdb7A1Q/pdb
PDB-LIG	Q9NWW6_PF13238_6_149	2QT1	A	http://doi.org/10.2210/pdb2QT1/pdb
PDB-LIG	Q9NWX6_PF04446_35_164	3OTB	A	http://doi.org/10.2210/pdb3OTB/pdb
PDB-LIG	Q9NWZ3_PF07714_187_454	6EGE	D	http://doi.org/10.2210/pdb6EGE/pdb
PDB-LIG	Q9NYL2_PF07714_16_260	5X5O	A	http://doi.org/10.2210/pdb5X5O/pdb
PDB-LIG	Q9NYN1_PF00071_22_185	3C5C	A	http://doi.org/10.2210/pdb3C5C/pdb
PDB-LIG	Q9NYV4_PF00069_727_1020	4NST	A	http://doi.org/10.2210/pdb4NST/pdb
PDB-LIG	Q9NYY3_PF00069_82_334	4I5P	A	http://doi.org/10.2210/pdb4I5P/pdb
PDB-LIG	Q9NZ08_PF01433_281_524	6Q4R	A	http://doi.org/10.2210/pdb6Q4R/pdb
PDB-LIG	Q9NZ08_PF11838_597_917	6T6R	A	http://doi.org/10.2210/pdb6T6R/pdb
PDB-LIG	Q9NZD2_PF08718_18_167	3RZN	A	http://doi.org/10.2210/pdb3RZN/pdb
PDB-LIG	Q9NZK5_PF00962_185_499	3LGG	B	http://doi.org/10.2210/pdb3LGG/pdb
PDB-LIG	Q9NZK7_PF00068_21_128	5Y5E	A	http://doi.org/10.2210/pdb5Y5E/pdb
PDB-LIG	Q9NZL9_PF04321_29_324	2YDX	C	http://doi.org/10.2210/pdb2YDX/pdb
PDB-LIG	Q9NZN9_PF00254_26_154	5U9J	A	http://doi.org/10.2210/pdb5U9J/pdb
PDB-LIG	Q9P1W9_PF00069_32_286	4X7Q	A	http://doi.org/10.2210/pdb4X7Q/pdb
PDB-LIG	Q9P286_PF00069_449_700	2F57	B	http://doi.org/10.2210/pdb2F57/pdb
PDB-LIG	Q9P289_PF00069_24_274	3GGF	B	http://doi.org/10.2210/pdb3GGF/pdb
PDB-LIG	Q9P2T1_PF00478_9_341	2C6Q	A	http://doi.org/10.2210/pdb2C6Q/pdb
PDB-LIG	Q9UBC3_PF00145_575_725	6KDB	D	http://doi.org/10.2210/pdb6KDB/pdb
PDB-LIG	Q9UBC3_PF00855_226_313	5NRR	B	http://doi.org/10.2210/pdb5NRR/pdb
PDB-LIG	Q9UBK8_PF00175_542_662	2QTZ	A	http://doi.org/10.2210/pdb2QTZ/pdb
PDB-LIG	Q9UBN7_PF02148_1133_1195	5WPB	A	http://doi.org/10.2210/pdb5WPB/pdb
PDB-LIG	Q9UBQ7_PF00389_9_327	2GCG	B	http://doi.org/10.2210/pdb2GCG/pdb
PDB-LIG	Q9UBQ7_PF02826_116_295	2GCG	D	http://doi.org/10.2210/pdb2GCG/pdb
PDB-LIG	Q9UBS5_PF00003_586_856	6WIV	A	http://doi.org/10.2210/pdb6WIV/pdb
PDB-LIG	Q9UBT2_PF00899_2_443	1Y8Q	B	http://doi.org/10.2210/pdb1Y8Q/pdb
PDB-LIG	Q9UBV7_PF13733_80_177	4IRQ	A	http://doi.org/10.2210/pdb4IRQ/pdb
PDB-LIG	Q9UDX3_PF00650_83_243	4TLG	B	http://doi.org/10.2210/pdb4TLG/pdb
PDB-LIG	Q9UDY8_PF00656_342_574	7PAW	B	http://doi.org/10.2210/pdb7PAW/pdb
PDB-LIG	Q9UG22_PF04548_23_234	2XTM	A	http://doi.org/10.2210/pdb2XTM/pdb
PDB-LIG	Q9UGL1_PF02373_486_602	5FYZ	A	http://doi.org/10.2210/pdb5FYZ/pdb
PDB-LIG	Q9UH03_PF00735_58_335	4Z54	A	http://doi.org/10.2210/pdb4Z54/pdb
PDB-LIG	Q9UHB4_PF00258_8_145	4H2D	B	http://doi.org/10.2210/pdb4H2D/pdb
PDB-LIG	Q9UHD2_PF00069_9_299	4EUU	A	http://doi.org/10.2210/pdb4EUU/pdb
PDB-LIG	Q9UHD8_PF00735_295_574	5CYO	A	http://doi.org/10.2210/pdb5CYO/pdb
PDB-LIG	Q9UHI8_PF01421_258_467	2JIH	B	http://doi.org/10.2210/pdb2JIH/pdb
PDB-LIG	Q9UHL4_PF05577_38_465	3N0T	D	http://doi.org/10.2210/pdb3N0T/pdb
PDB-LIG	Q9UI17_PF01266_51_414	5L46	A	http://doi.org/10.2210/pdb5L46/pdb
PDB-LIG	Q9UIF8_PF00439_2069_2151	5PB8	A	http://doi.org/10.2210/pdb5PB8/pdb
PDB-LIG	Q9UIF8_PF00628_1933_1981	6FI1	A	http://doi.org/10.2210/pdb6FI1/pdb
PDB-LIG	Q9UIF9_PF00439_1802_1885	7B7B	A	http://doi.org/10.2210/pdb7B7B/pdb
PDB-LIG	Q9UIF9_PF00628_1678_1726	6FAP	C	http://doi.org/10.2210/pdb6FAP/pdb
PDB-LIG	Q9UIJ7_PF00406_12_192	6ZJE	A	http://doi.org/10.2210/pdb6ZJE/pdb
PDB-LIG	Q9UIK4_PF00069_23_285	2CKE	D	http://doi.org/10.2210/pdb2CKE/pdb
PDB-LIG	Q9UIQ6_PF01433_392_610	5MJ6	A	http://doi.org/10.2210/pdb5MJ6/pdb
PDB-LIG	Q9UJM8_PF01070_15_362	6GMC	A	http://doi.org/10.2210/pdb6GMC/pdb
PDB-LIG	Q9UK32_PF00069_73_330	6G77	A	http://doi.org/10.2210/pdb6G77/pdb
PDB-LIG	Q9UK39_PF03372_146_414	6NF0	A	http://doi.org/10.2210/pdb6NF0/pdb
PDB-LIG	Q9UKE5_PF00069_25_289	6RA7	A	http://doi.org/10.2210/pdb6RA7/pdb
PDB-LIG	Q9UKF6_PF00753_20_262	6M8Q	B	http://doi.org/10.2210/pdb6M8Q/pdb
PDB-LIG	Q9UKL6_PF01852_10_213	1LN1	A	http://doi.org/10.2210/pdb1LN1/pdb
PDB-LIG	Q9UL25_PF00071_21_182	1Z08	D	http://doi.org/10.2210/pdb1Z08/pdb
PDB-LIG	Q9UL51_PF00027_562_645	3U10	A	http://doi.org/10.2210/pdb3U10/pdb
PDB-LIG	Q9UL52_PF00089_192_417	2OQ5	A	http://doi.org/10.2210/pdb2OQ5/pdb
PDB-LIG	Q9ULI0_PF00439_967_1049	6VEO	A	http://doi.org/10.2210/pdb6VEO/pdb
PDB-LIG	Q9ULW5_PF00071_65_227	2G6B	A	http://doi.org/10.2210/pdb2G6B/pdb
PDB-LIG	Q9ULX7_PF00194_28_278	5CJF	A	http://doi.org/10.2210/pdb5CJF/pdb
PDB-LIG	Q9UM73_PF07714_1116_1383	7BTT	A	http://doi.org/10.2210/pdb7BTT/pdb
PDB-LIG	Q9UNA0_PF01421_267_476	3HYG	A	http://doi.org/10.2210/pdb3HYG/pdb
PDB-LIG	Q9UNN8_PF16497_1_199	1LQV	B	http://doi.org/10.2210/pdb1LQV/pdb
PDB-LIG	Q9UNQ2_PF00398_27_274	1ZQ9	B	http://doi.org/10.2210/pdb1ZQ9/pdb
PDB-LIG	Q9UQB9_PF00069_43_293	6GR8	A	http://doi.org/10.2210/pdb6GR8/pdb
PDB-LIG	Q9UQM7_PF00069_13_271	2VZ6	A	http://doi.org/10.2210/pdb2VZ6/pdb
PDB-LIG	Q9UQM7_PF08332_346_473	7REC	B	http://doi.org/10.2210/pdb7REC/pdb
PDB-LIG	Q9Y230_PF06068_21_365	7OLE	B	http://doi.org/10.2210/pdb7OLE/pdb
PDB-LIG	Q9Y233_PF00233_514_745	2OUR	A	http://doi.org/10.2210/pdb2OUR/pdb
PDB-LIG	Q9Y233_PF01590_266_412	2ZMF	B	http://doi.org/10.2210/pdb2ZMF/pdb
PDB-LIG	Q9Y251_PF03662_146_370	5LA7	A	http://doi.org/10.2210/pdb5LA7/pdb
PDB-LIG	Q9Y265_PF06068_14_369	5OAF	A	http://doi.org/10.2210/pdb5OAF/pdb
PDB-LIG	Q9Y2J2_PF00373_191_301	5RYS	A	http://doi.org/10.2210/pdb5RYS/pdb
PDB-LIG	Q9Y2J2_PF09380_305_395	5RZG	A	http://doi.org/10.2210/pdb5RZG/pdb
PDB-LIG	Q9Y2N7_PF08447_251_338	4WN5	B	http://doi.org/10.2210/pdb4WN5/pdb
PDB-LIG	Q9Y2Q3_PF01323_7_211	3RPN	B	http://doi.org/10.2210/pdb3RPN/pdb
PDB-LIG	Q9Y2R4_PF00270_189_363	3DKP	A	http://doi.org/10.2210/pdb3DKP/pdb
PDB-LIG	Q9Y2S2_PF02737_8_190	3F3S	A	http://doi.org/10.2210/pdb3F3S/pdb
PDB-LIG	Q9Y2T3_PF01979_73_447	4AQL	A	http://doi.org/10.2210/pdb4AQL/pdb
PDB-LIG	Q9Y337_PF00089_67_285	6QFE	A	http://doi.org/10.2210/pdb6QFE/pdb
PDB-LIG	Q9Y3Q4_PF00027_613_696	3OTF	A	http://doi.org/10.2210/pdb3OTF/pdb
PDB-LIG	Q9Y468_PF02820_417_485	6BYB	A	http://doi.org/10.2210/pdb6BYB/pdb
PDB-LIG	Q9Y4U1_PF16690_20_234	3SC0	A	http://doi.org/10.2210/pdb3SC0/pdb
PDB-LIG	Q9Y530_PF01661_31_136	4J5R	A	http://doi.org/10.2210/pdb4J5R/pdb
PDB-LIG	Q9Y572_PF00069_21_283	7MX3	A	http://doi.org/10.2210/pdb7MX3/pdb
PDB-LIG	Q9Y5A9_PF04146_410_545	4RDN	A	http://doi.org/10.2210/pdb4RDN/pdb
PDB-LIG	Q9Y5K2_PF00089_31_247	2BDG	A	http://doi.org/10.2210/pdb2BDG/pdb
PDB-LIG	Q9Y5N5_PF05175_16_141	6KHS	A	http://doi.org/10.2210/pdb6KHS/pdb
PDB-LIG	Q9Y5P4_PF01852_400_619	2E3N	A	http://doi.org/10.2210/pdb2E3N/pdb
PDB-LIG	Q9Y5S2_PF00069_76_342	5OTE	A	http://doi.org/10.2210/pdb5OTE/pdb
PDB-LIG	Q9Y5X0_PF00787_40_124	4PZG	B	http://doi.org/10.2210/pdb4PZG/pdb
PDB-LIG	Q9Y5Y6_PF00089_615_849	3NCL	A	http://doi.org/10.2210/pdb3NCL/pdb
PDB-LIG	Q9Y616_PF00069_165_443	6ZIW	I	http://doi.org/10.2210/pdb6ZIW/pdb
PDB-LIG	Q9Y663_PF00685_152_399	6XKG	B	http://doi.org/10.2210/pdb6XKG/pdb
PDB-LIG	Q9Y689_PF00025_5_176	1ZJ6	A	http://doi.org/10.2210/pdb1ZJ6/pdb
PDB-LIG	Q9Y697_PF00266_59_422	6WI2	A	http://doi.org/10.2210/pdb6WI2/pdb
PDB-LIG	Q9Y6A2_PF00067_34_484	4J14	A	http://doi.org/10.2210/pdb4J14/pdb
PDB-LIG	Q9Y6E0_PF00069_36_286	4QMT	A	http://doi.org/10.2210/pdb4QMT/pdb
PDB-LIG	Q9Y6K1_PF00145_634_776	6W8B	D	http://doi.org/10.2210/pdb6W8B/pdb
PDB-LIG	Q9Y6K1_PF00855_293_377	3LLR	D	http://doi.org/10.2210/pdb3LLR/pdb
PDB-LIG	Q9Y6M4_PF00069_43_296	2IZR	A	http://doi.org/10.2210/pdb2IZR/pdb
PDB-LIG	Q9Y6N5_PF07992_44_192	6OIB	B	http://doi.org/10.2210/pdb6OIB/pdb
PDB-LIG	Q9Y6W6_PF00782_329_461	6MC1	D	http://doi.org/10.2210/pdb6MC1/pdb
PDB-LIG	Q9Y6X9_PF13589_26_169	5OF9	B	http://doi.org/10.2210/pdb5OF9/pdb
PDB-PD	A0A075B6N1_PF07686_25_114	5NQK	B	http://doi.org/10.2210/pdb5NQK/pdb
PDB-PD	A0A075B6T6_PF07686_27_113	5E9D	D	http://doi.org/10.2210/pdb5E9D/pdb
PDB-PD	A0A0B4J1U3_PF07686_24_116	6MID	L	http://doi.org/10.2210/pdb6MID/pdb
PDB-PD	A0A0B4J1U6_PF07686_25_114	6AVG	D	http://doi.org/10.2210/pdb6AVG/pdb
PDB-PD	A0A0B4J268_PF07686_22_109	6AVF	A	http://doi.org/10.2210/pdb6AVF/pdb
PDB-PD	A0A0B4J272_PF07686_28_114	6CPH	D	http://doi.org/10.2210/pdb6CPH/pdb
PDB-PD	A0A0B4J2H0_PF07686_25_117	5CBE	C	http://doi.org/10.2210/pdb5CBE/pdb
PDB-PD	A0A0C4DH27_PF07686_25_118	7LLI	E	http://doi.org/10.2210/pdb7LLI/pdb
PDB-PD	A0A0K0K1A5_PF07686_25_114	5E9D	E	http://doi.org/10.2210/pdb5E9D/pdb
PDB-PD	A0A5B6_PF07686_25_113	6AVF	B	http://doi.org/10.2210/pdb6AVF/pdb
PDB-PD	A0A5B9_PF07654_10_102	4WW1	B	http://doi.org/10.2210/pdb4WW1/pdb
PDB-PD	A0AV96_PF00076_153_220	2DIS	A	http://doi.org/10.2210/pdb2DIS/pdb
PDB-PD	A0AVK6_PF02319_114_182	4YO2	A	http://doi.org/10.2210/pdb4YO2/pdb
PDB-PD	A0AVK6_PF02319_262_347	4YO2	A	http://doi.org/10.2210/pdb4YO2/pdb
PDB-PD	A0FGR8_PF00168_385_491	4NPJ	A	http://doi.org/10.2210/pdb4NPJ/pdb
PDB-PD	A0FGR8_PF00168_537_635	4P42	A	http://doi.org/10.2210/pdb4P42/pdb
PDB-PD	A0FGR8_PF00168_801_910	2DMG	A	http://doi.org/10.2210/pdb2DMG/pdb
PDB-PD	A0FGR8_PF17047_191_370	4P42	A	http://doi.org/10.2210/pdb4P42/pdb
PDB-PD	A0JD37_PF07686_23_113	7LLI	F	http://doi.org/10.2210/pdb7LLI/pdb
PDB-PD	A1A4S6_PF14604_735_784	2MIO	A	http://doi.org/10.2210/pdb2MIO/pdb
PDB-PD	A1Z1Q3_PF01661_88_201	4IQY	A	http://doi.org/10.2210/pdb4IQY/pdb
PDB-PD	A2RUC4_PF13621_16_256	3AL5	D	http://doi.org/10.2210/pdb3AL5/pdb
PDB-PD	A4D126_PF18706_283_451	4CVH	A	http://doi.org/10.2210/pdb4CVH/pdb
PDB-PD	A4D1E9_PF01018_16_143	7OI6	y	http://doi.org/10.2210/pdb7OI6/pdb
PDB-PD	A4GXA9_PF02732_80_250	7F6L	B	http://doi.org/10.2210/pdb7F6L/pdb
PDB-PD	A5YKK6_PF12842_1387_1534	4CRU	A	http://doi.org/10.2210/pdb4CRU/pdb
PDB-PD	A5YKK6_PF16415_1087_1313	4CRW	A	http://doi.org/10.2210/pdb4CRW/pdb
PDB-PD	A5YKK6_PF16417_813_1004	4J8S	A	http://doi.org/10.2210/pdb4J8S/pdb
PDB-PD	A6H8Y1_PF15963_293_399	5N9G	C	http://doi.org/10.2210/pdb5N9G/pdb
PDB-PD	A6ND01_PF03024_26_208	5F4E	B	http://doi.org/10.2210/pdb5F4E/pdb
PDB-PD	A6NGN9_PF00047_37_127	6DLD	A	http://doi.org/10.2210/pdb6DLD/pdb
PDB-PD	A6NGN9_PF13927_134_199	6DLD	A	http://doi.org/10.2210/pdb6DLD/pdb
PDB-PD	A6NGN9_PF13927_217_295	6DLD	A	http://doi.org/10.2210/pdb6DLD/pdb
PDB-PD	A6NHR9_PF13589_139_295	6MW7	C	http://doi.org/10.2210/pdb6MW7/pdb
PDB-PD	A6NI73_PF13895_46_135	2D3V	A	http://doi.org/10.2210/pdb2D3V/pdb
PDB-PD	A6NK06_PF03972_8_254	6R6U	A	http://doi.org/10.2210/pdb6R6U/pdb
PDB-PD	A6NK06_PF19305_274_447	6R6U	A	http://doi.org/10.2210/pdb6R6U/pdb
PDB-PD	A6NK44_PF00903_37_154	3ZW5	A	http://doi.org/10.2210/pdb3ZW5/pdb
PDB-PD	A7KAX9_PF00620_386_534	3IUG	A	http://doi.org/10.2210/pdb3IUG/pdb
PDB-PD	A8K7I4_PF13519_307_414	6PYO	A	http://doi.org/10.2210/pdb6PYO/pdb
PDB-PD	A8MT69_PF09415_12_81	4NE3	B	http://doi.org/10.2210/pdb4NE3/pdb
PDB-PD	A8MUM7_PF00337_5_137	6LJQ	A	http://doi.org/10.2210/pdb6LJQ/pdb
PDB-PD	A8MW92_PF02820_17_69	6L1P	A	http://doi.org/10.2210/pdb6L1P/pdb
PDB-PD	A8MW92_PF18104_90_123	2EQU	A	http://doi.org/10.2210/pdb2EQU/pdb
PDB-PD	A9YTQ3_PF00010_33_80	5Y7Y	A	http://doi.org/10.2210/pdb5Y7Y/pdb
PDB-PD	A9YTQ3_PF00989_114_187	5Y7Y	A	http://doi.org/10.2210/pdb5Y7Y/pdb
PDB-PD	B2RXH2_PF02373_176_292	2W2I	A	http://doi.org/10.2210/pdb2W2I/pdb
PDB-PD	B7Z8K6_PF07654_2_78	1HXM	A	http://doi.org/10.2210/pdb1HXM/pdb
PDB-PD	D3W0D1_PF00059_95_195	4IOP	B	http://doi.org/10.2210/pdb4IOP/pdb
PDB-PD	O00139_PF00225_229_553	6BBN	E	http://doi.org/10.2210/pdb6BBN/pdb
PDB-PD	O00141_PF00069_98_355	2R5T	A	http://doi.org/10.2210/pdb2R5T/pdb
PDB-PD	O00151_PF00412_260_314	1X62	A	http://doi.org/10.2210/pdb1X62/pdb
PDB-PD	O00151_PF00595_3_82	2PKT	A	http://doi.org/10.2210/pdb2PKT/pdb
PDB-PD	O00154_PF03061_242_317	2QQ2	C	http://doi.org/10.2210/pdb2QQ2/pdb
PDB-PD	O00159_PF00063_48_718	4BYF	A	http://doi.org/10.2210/pdb4BYF/pdb
PDB-PD	O00167_PF00702_268_514	4EGC	B	http://doi.org/10.2210/pdb4EGC/pdb
PDB-PD	O00170_PF00254_26_95	2LKN	A	http://doi.org/10.2210/pdb2LKN/pdb
PDB-PD	O00175_PF00048_31_89	1EIG	A	http://doi.org/10.2210/pdb1EIG/pdb
PDB-PD	O00182_PF00337_16_147	2ZHN	A	http://doi.org/10.2210/pdb2ZHN/pdb
PDB-PD	O00182_PF00337_226_355	3NV1	A	http://doi.org/10.2210/pdb3NV1/pdb
PDB-PD	O00187_PF00084_300_361	1ZJK	A	http://doi.org/10.2210/pdb1ZJK/pdb
PDB-PD	O00187_PF00084_366_430	3TVJ	A	http://doi.org/10.2210/pdb3TVJ/pdb
PDB-PD	O00187_PF00089_445_679	3TVJ	B	http://doi.org/10.2210/pdb3TVJ/pdb
PDB-PD	O00187_PF00431_24_134	1SZB	A	http://doi.org/10.2210/pdb1SZB/pdb
PDB-PD	O00187_PF07645_138_180	1SZB	A	http://doi.org/10.2210/pdb1SZB/pdb
PDB-PD	O00194_PF00071_11_183	2F7S	A	http://doi.org/10.2210/pdb2F7S/pdb
PDB-PD	O00204_PF00685_60_305	1Q20	A	http://doi.org/10.2210/pdb1Q20/pdb
PDB-PD	O00212_PF00071_19_192	7KDC	A	http://doi.org/10.2210/pdb7KDC/pdb
PDB-PD	O00213_PF00397_255_283	2HO2	A	http://doi.org/10.2210/pdb2HO2/pdb
PDB-PD	O00213_PF00640_370_509	3D8D	A	http://doi.org/10.2210/pdb3D8D/pdb
PDB-PD	O00213_PF00640_543_664	3DXE	A	http://doi.org/10.2210/pdb3DXE/pdb
PDB-PD	O00214_PF00337_186_316	4GXL	A	http://doi.org/10.2210/pdb4GXL/pdb
PDB-PD	O00214_PF00337_18_151	5GZC	A	http://doi.org/10.2210/pdb5GZC/pdb
PDB-PD	O00217_PF12838_110_164	5XTB	B	http://doi.org/10.2210/pdb5XTB/pdb
PDB-PD	O00220_PF00020_148_188	5CIR	G	http://doi.org/10.2210/pdb5CIR/pdb
PDB-PD	O00231_PF01399_285_389	5VGZ	X	http://doi.org/10.2210/pdb5VGZ/pdb
PDB-PD	O00231_PF18055_12_129	5GJQ	Q	http://doi.org/10.2210/pdb5GJQ/pdb
PDB-PD	O00232_PF01399_300_417	5VGZ	W	http://doi.org/10.2210/pdb5VGZ/pdb
PDB-PD	O00232_PF18098_422_454	5VGZ	W	http://doi.org/10.2210/pdb5VGZ/pdb
PDB-PD	O00238_PF07714_204_491	3MDY	A	http://doi.org/10.2210/pdb3MDY/pdb
PDB-PD	O00241_PF07686_37_144	2JJU	B	http://doi.org/10.2210/pdb2JJU/pdb
PDB-PD	O00244_PF00403_5_61	3IWL	A	http://doi.org/10.2210/pdb3IWL/pdb
PDB-PD	O00257_PF00385_11_60	3I8Z	A	http://doi.org/10.2210/pdb3I8Z/pdb
PDB-PD	O00264_PF00173_74_171	4X8Y	A	http://doi.org/10.2210/pdb4X8Y/pdb
PDB-PD	O00273_PF02017_18_95	1IBX	B	http://doi.org/10.2210/pdb1IBX/pdb
PDB-PD	O00294_PF01167_295_537	3C5N	A	http://doi.org/10.2210/pdb3C5N/pdb
PDB-PD	O00299_PF13409_23_87	4K0N	A	http://doi.org/10.2210/pdb4K0N/pdb
PDB-PD	O00299_PF13410_123_211	4K0N	A	http://doi.org/10.2210/pdb4K0N/pdb
PDB-PD	O00300_PF00020_107_142	3URF	Z	http://doi.org/10.2210/pdb3URF/pdb
PDB-PD	O00300_PF00020_25_62	3URF	Z	http://doi.org/10.2210/pdb3URF/pdb
PDB-PD	O00300_PF00020_65_105	3URF	Z	http://doi.org/10.2210/pdb3URF/pdb
PDB-PD	O00305_PF12052_50_91	2D46	A	http://doi.org/10.2210/pdb2D46/pdb
PDB-PD	O00308_PF00397_332_361	6J1Z	A	http://doi.org/10.2210/pdb6J1Z/pdb
PDB-PD	O00308_PF00397_446_475	6RSS	A	http://doi.org/10.2210/pdb6RSS/pdb
PDB-PD	O00308_PF00632_565_870	5TJ8	A	http://doi.org/10.2210/pdb5TJ8/pdb
PDB-PD	O00311_PF00069_357_482	6YA6	A	http://doi.org/10.2210/pdb6YA6/pdb
PDB-PD	O00311_PF00069_58_221	6YA6	A	http://doi.org/10.2210/pdb6YA6/pdb
PDB-PD	O00327_PF00010_73_126	4H10	A	http://doi.org/10.2210/pdb4H10/pdb
PDB-PD	O00329_PF00792_337_464	6PYR	A	http://doi.org/10.2210/pdb6PYR/pdb
PDB-PD	O00329_PF00794_175_281	6PYR	A	http://doi.org/10.2210/pdb6PYR/pdb
PDB-PD	O00330_PF00364_57_131	2DNC	A	http://doi.org/10.2210/pdb2DNC/pdb
PDB-PD	O00338_PF00685_39_289	3BFX	A	http://doi.org/10.2210/pdb3BFX/pdb
PDB-PD	O00370_PF03372_11_230	2V0S	A	http://doi.org/10.2210/pdb2V0S/pdb
PDB-PD	O00391_PF00085_42_147	3Q6O	A	http://doi.org/10.2210/pdb3Q6O/pdb
PDB-PD	O00391_PF18108_162_269	3Q6O	A	http://doi.org/10.2210/pdb3Q6O/pdb
PDB-PD	O00391_PF18371_295_396	3LLK	C	http://doi.org/10.2210/pdb3LLK/pdb
PDB-PD	O00408_PF00233_655_888	5U00	A	http://doi.org/10.2210/pdb5U00/pdb
PDB-PD	O00408_PF01590_241_372	3IBJ	A	http://doi.org/10.2210/pdb3IBJ/pdb
PDB-PD	O00408_PF01590_409_548	3IBJ	A	http://doi.org/10.2210/pdb3IBJ/pdb
PDB-PD	O00409_PF00250_113_200	6NCE	A	http://doi.org/10.2210/pdb6NCE/pdb
PDB-PD	O00411_PF14700_411_704	4BOC	A	http://doi.org/10.2210/pdb4BOC/pdb
PDB-PD	O00425_PF00076_4_69	6FQ1	A	http://doi.org/10.2210/pdb6FQ1/pdb
PDB-PD	O00425_PF00076_83_150	6FQ1	A	http://doi.org/10.2210/pdb6FQ1/pdb
PDB-PD	O00429_PF00350_28_217	3W6P	B	http://doi.org/10.2210/pdb3W6P/pdb
PDB-PD	O00443_PF00168_1572_1680	6BTY	A	http://doi.org/10.2210/pdb6BTY/pdb
PDB-PD	O00443_PF00787_1450_1534	2AR5	A	http://doi.org/10.2210/pdb2AR5/pdb
PDB-PD	O00444_PF00069_12_265	3COK	A	http://doi.org/10.2210/pdb3COK/pdb
PDB-PD	O00444_PF18190_591_697	4N9J	A	http://doi.org/10.2210/pdb4N9J/pdb
PDB-PD	O00444_PF18409_699_807	4N9J	A	http://doi.org/10.2210/pdb4N9J/pdb
PDB-PD	O00445_PF00168_123_229	5H4Y	A	http://doi.org/10.2210/pdb5H4Y/pdb
PDB-PD	O00451_PF02351_161_241	5MR5	C	http://doi.org/10.2210/pdb5MR5/pdb
PDB-PD	O00451_PF02351_251_347	5MR5	C	http://doi.org/10.2210/pdb5MR5/pdb
PDB-PD	O00451_PF02351_40_115	5MR4	C	http://doi.org/10.2210/pdb5MR4/pdb
PDB-PD	O00459_PF00017_330_405	7RNU	A	http://doi.org/10.2210/pdb7RNU/pdb
PDB-PD	O00459_PF00620_125_259	2XS6	A	http://doi.org/10.2210/pdb2XS6/pdb
PDB-PD	O00459_PF16454_428_596	3MTT	A	http://doi.org/10.2210/pdb3MTT/pdb
PDB-PD	O00463_PF00097_45_83	7L3L	A	http://doi.org/10.2210/pdb7L3L/pdb
PDB-PD	O00472_PF07303_532_633	5JW9	B	http://doi.org/10.2210/pdb5JW9/pdb
PDB-PD	O00478_PF07686_35_144	4F8T	A	http://doi.org/10.2210/pdb4F8T/pdb
PDB-PD	O00481_PF07686_35_144	4K55	A	http://doi.org/10.2210/pdb4K55/pdb
PDB-PD	O00482_PF00104_330_523	6VC2	A	http://doi.org/10.2210/pdb6VC2/pdb
PDB-PD	O00482_PF00105_84_153	5L0M	A	http://doi.org/10.2210/pdb5L0M/pdb
PDB-PD	O00499_PF14604_527_590	1MUZ	A	http://doi.org/10.2210/pdb1MUZ/pdb
PDB-PD	O00506_PF00069_20_270	2XIK	A	http://doi.org/10.2210/pdb2XIK/pdb
PDB-PD	O00522_PF00373_517_640	4HDO	A	http://doi.org/10.2210/pdb4HDO/pdb
PDB-PD	O00522_PF16705_22_198	4DX8	H	http://doi.org/10.2210/pdb4DX8/pdb
PDB-PD	O00548_PF00008_285_324	4XBM	B	http://doi.org/10.2210/pdb4XBM/pdb
PDB-PD	O00548_PF00008_332_361	4XBM	B	http://doi.org/10.2210/pdb4XBM/pdb
PDB-PD	O00548_PF00008_370_399	4XBM	B	http://doi.org/10.2210/pdb4XBM/pdb
PDB-PD	O00548_PF01414_179_224	4XBM	A	http://doi.org/10.2210/pdb4XBM/pdb
PDB-PD	O00560_PF00595_114_191	1W9E	A	http://doi.org/10.2210/pdb1W9E/pdb
PDB-PD	O00560_PF00595_198_270	1R6J	A	http://doi.org/10.2210/pdb1R6J/pdb
PDB-PD	O00571_PF00270_204_392	2I4I	A	http://doi.org/10.2210/pdb2I4I/pdb
PDB-PD	O00571_PF00271_426_536	5E7I	C	http://doi.org/10.2210/pdb5E7I/pdb
PDB-PD	O00584_PF00445_34_213	3T0O	A	http://doi.org/10.2210/pdb3T0O/pdb
PDB-PD	O00585_PF00048_29_90	5EKI	F	http://doi.org/10.2210/pdb5EKI/pdb
PDB-PD	O00602_PF00147_114_326	2WNP	F	http://doi.org/10.2210/pdb2WNP/pdb
PDB-PD	O00625_PF05726_171_277	6N0K	A	http://doi.org/10.2210/pdb6N0K/pdb
PDB-PD	O00746_PF00334_38_172	1EHW	A	http://doi.org/10.2210/pdb1EHW/pdb
PDB-PD	O00757_PF00316_12_199	3IFA	D	http://doi.org/10.2210/pdb3IFA/pdb
PDB-PD	O00757_PF18913_203_333	4HE2	A	http://doi.org/10.2210/pdb4HE2/pdb
PDB-PD	O00762_PF00179_34_170	4YII	U	http://doi.org/10.2210/pdb4YII/pdb
PDB-PD	O00763_PF00289_259_379	3GLK	A	http://doi.org/10.2210/pdb3GLK/pdb
PDB-PD	O00763_PF00364_895_961	2DN8	A	http://doi.org/10.2210/pdb2DN8/pdb
